_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at
18126,pedestrian-network,1,0.75,0,0.38,0.95,0.62,0.43,Bronze,Bronze,2021-02-12T00:05:26
18127,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.27,Bronze,Bronze,2021-02-12T00:05:26
18128,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2021-02-12T00:05:26
18129,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2021-02-12T00:05:26
18130,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2021-02-12T00:05:26
18131,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.93,Gold,Gold,2021-02-12T00:05:26
18132,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-02-12T00:05:26
18133,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2021-02-12T00:05:26
18134,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.82,Gold,Gold,2021-02-12T00:05:26
18135,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2021-02-12T00:05:26
18136,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2021-02-12T00:05:26
18137,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-02-12T00:05:26
18138,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2021-02-12T00:05:26
18139,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-02-12T00:05:26
18140,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-02-12T00:05:26
18141,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-02-12T00:05:26
18142,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2021-02-12T00:05:26
18143,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-02-12T00:05:26
18144,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.86,Gold,Gold,2021-02-12T00:05:26
18145,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2021-02-12T00:05:26
18146,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.89,Gold,Gold,2021-02-12T00:05:26
18147,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2021-02-12T00:05:26
18148,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2021-02-12T00:05:26
18149,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.92,Gold,Gold,2021-02-12T00:05:26
18150,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.82,Gold,Gold,2021-02-12T00:05:26
18151,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.87,Gold,Gold,2021-02-12T00:05:26
18152,police-boundaries,1,0.73,0,0.12,0.83,0.51,0.24,Bronze,Bronze,2021-02-12T00:05:26
18153,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2021-02-12T00:05:26
18154,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2021-02-12T00:05:26
18155,public-art,1,0.7,0,0.73,0.93,0.69,0.56,Bronze,Bronze,2021-02-12T00:05:26
18156,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2021-02-12T00:05:26
18157,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2021-02-12T00:05:26
18158,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2021-02-12T00:05:26
18159,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2021-02-12T00:05:26
18160,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2021-02-12T00:05:26
18161,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.8,Silver,Silver,2021-02-12T00:05:26
18162,school-locations-all-types,1,0.69,1,0.12,0.8,0.67,0.52,Bronze,Bronze,2021-02-12T00:05:26
18163,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.92,Gold,Gold,2021-02-12T00:05:26
18164,secondary-plans,1,0.55,1,0.12,0.69,0.61,0.41,Bronze,Bronze,2021-02-12T00:05:26
18165,short-term-rentals-registration,1,0.93,1,0.75,0.75,0.83,0.81,Gold,Gold,2021-02-12T00:05:26
18166,site-and-area-specific-policies,1,0.45,1,0.12,0.81,0.65,0.48,Bronze,Bronze,2021-02-12T00:05:26
18167,solid-waste-pickup-schedule,1,1,1,0.39,1,0.81,0.77,Silver,Silver,2021-02-12T00:05:26
18168,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2021-02-12T00:05:26
18169,street-furniture-bench,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-02-12T00:05:26
18170,street-furniture-bicycle-parking,1,0.81,1,0.25,0.78,0.71,0.59,Bronze,Bronze,2021-02-12T00:05:26
18171,street-furniture-information-pillar-wayfinding-structure,1,0.73,1,0.25,0.74,0.68,0.54,Bronze,Bronze,2021-02-12T00:05:26
18172,street-furniture-litter-receptacle,1,0.75,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-02-12T00:05:26
18173,street-furniture-poster-board,1,0.77,1,0.25,0.75,0.69,0.56,Bronze,Bronze,2021-02-12T00:05:26
18174,street-furniture-poster-structure,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-02-12T00:05:26
18175,street-furniture-public-washroom,1,0.78,1,0.25,0.71,0.68,0.53,Bronze,Bronze,2021-02-12T00:05:26
18176,street-furniture-publication-structure,1,0.76,1,0.25,0.72,0.68,0.54,Bronze,Bronze,2021-02-12T00:05:26
18177,street-furniture-transit-shelter,1,0.73,1,0.25,0.76,0.69,0.56,Bronze,Bronze,2021-02-12T00:05:26
18178,tcdsb-schools,1,1,0.73,0.57,0.8,0.77,0.7,Silver,Silver,2021-02-12T00:05:26
18179,toronto-centreline-tcl,1,0.69,1,0.25,0.77,0.69,0.55,Bronze,Bronze,2021-02-12T00:05:26
18180,toronto-community-housing-data,1,0.94,0.73,0.6,0.7,0.73,0.63,Silver,Silver,2021-02-12T00:05:26
18181,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.6,Bronze,Bronze,2021-02-12T00:05:26
18182,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2021-02-12T00:05:26
18183,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2021-02-12T00:05:26
18184,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18185,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2021-02-12T00:05:26
18186,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-02-12T00:05:26
18187,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18188,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18189,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18190,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18191,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2021-02-12T00:05:26
18192,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-02-12T00:05:26
18193,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18194,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18195,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2021-02-12T00:05:26
18196,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2021-02-12T00:05:26
18197,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18198,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18199,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18200,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2021-02-12T00:05:26
18201,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18202,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2021-02-12T00:05:26
18203,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-02-12T00:05:26
18204,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2021-02-12T00:05:26
18205,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2021-02-12T00:05:26
18206,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2021-02-13T00:05:14
18207,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2021-02-13T00:05:14
18208,ambulance-station-locations,1,0.6,0,0.25,0.79,0.51,0.23,Bronze,Bronze,2021-02-13T00:05:14
18209,annual-summary-of-reportable-communicable-diseases,1,0.98,0.74,0.25,0.69,0.61,0.42,Bronze,Bronze,2021-02-13T00:05:14
18210,apartment-building-evaluation,1,0.7,1,0.88,0.94,0.91,0.95,Gold,Gold,2021-02-13T00:05:14
18211,apartment-building-registration,1,0.74,1,0.69,0.78,0.81,0.76,Silver,Silver,2021-02-13T00:05:14
18212,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2021-02-13T00:05:14
18213,automated-speed-enforcement-locations,1,1,1,0.75,0.9,0.9,0.93,Gold,Gold,2021-02-13T00:05:14
18214,bicycle-parking-bike-stations-indoor,1,0.73,1,0.12,0.81,0.68,0.54,Bronze,Bronze,2021-02-13T00:05:14
18215,bicycle-parking-high-capacity-outdoor,1,0.7,1,0.12,0.83,0.68,0.54,Bronze,Bronze,2021-02-13T00:05:14
18216,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2021-02-13T00:05:14
18217,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2021-02-13T00:05:14
18218,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2021-02-13T00:05:14
18219,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2021-02-13T00:05:14
18220,blacklegged-tick-surveillance,1,1,0.5,0.88,0.81,0.77,0.7,Silver,Silver,2021-02-13T00:05:14
18221,bodysafe,1,0.69,1,0.61,0.61,0.72,0.6,Silver,Silver,2021-02-13T00:05:14
18222,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2021-02-13T00:05:14
18223,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.65,Silver,Silver,2021-02-13T00:05:14
18224,building-permits-signs,1,0.95,1,0.12,1,0.78,0.71,Silver,Silver,2021-02-13T00:05:14
18225,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2021-02-13T00:05:14
18226,business-improvement-areas,1,0.69,1,0.12,0.72,0.64,0.47,Bronze,Bronze,2021-02-13T00:05:14
18227,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2021-02-13T00:05:14
18228,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2021-02-13T00:05:14
18229,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.62,Silver,Silver,2021-02-13T00:05:14
18230,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2021-02-13T00:05:14
18231,city-wards,1,0.64,1,0.12,0.71,0.63,0.45,Bronze,Bronze,2021-02-13T00:05:14
18232,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2021-02-13T00:05:14
18233,clothing-drop-box-locations,1,0.87,1,0.84,0.99,0.94,1,Gold,Gold,2021-02-13T00:05:14
18234,community-council-boundaries,1,0.67,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2021-02-13T00:05:14
18235,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2021-02-13T00:05:14
18236,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2021-02-13T00:05:14
18237,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2021-02-13T00:05:14
18238,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.76,Silver,Silver,2021-02-13T00:05:14
18239,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.91,Gold,Gold,2021-02-13T00:05:14
18240,development-applications,1,0.83,1,0.69,0.84,0.84,0.83,Gold,Gold,2021-02-13T00:05:14
18241,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2021-02-13T00:05:14
18242,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2021-02-13T00:05:14
18243,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2021-02-13T00:05:14
18244,earlyon-child-and-family-centres,1,1,1,0.68,0.74,0.82,0.79,Silver,Silver,2021-02-13T00:05:14
18245,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2021-02-13T00:05:14
18246,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2021-02-13T00:05:14
18247,field-information-reports,1,0.89,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2021-02-13T00:05:14
18248,fire-hydrants,1,1,0.5,0.12,0.83,0.63,0.45,Bronze,Bronze,2021-02-13T00:05:14
18249,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2021-02-13T00:05:14
18250,former-municipality-boundaries,1,0.69,0,0.12,0.8,0.49,0.2,Bronze,Bronze,2021-02-13T00:05:14
18251,highrise-residential-fire-inspection-results,1,0.95,0.5,0.42,0.85,0.71,0.59,Bronze,Bronze,2021-02-13T00:05:14
18252,immunization-coverage-for-students,1,1,0.74,0.5,0.69,0.67,0.53,Bronze,Bronze,2021-02-13T00:05:14
18253,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2021-02-13T00:05:14
18254,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0,0.12,0.69,0.45,0.13,Bronze,Bronze,2021-02-13T00:05:14
18255,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.47,0.12,0.69,0.53,0.28,Bronze,Bronze,2021-02-13T00:05:14
18256,licensed-child-care-centres,1,0.98,1,0.75,0.74,0.84,0.82,Gold,Gold,2021-02-13T00:05:14
18257,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2021-02-13T00:05:14
18258,mbncanada-performance-measures,1,0.95,1,0.62,0.79,0.78,0.72,Silver,Silver,2021-02-13T00:05:14
18259,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2021-02-13T00:05:14
18260,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2021-02-13T00:05:14
18261,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2021-02-13T00:05:14
18262,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2021-02-13T00:05:14
18263,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.79,Silver,Silver,2021-02-13T00:05:14
18264,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2021-02-13T00:05:14
18265,neighbourhoods,1,0.62,0,0.12,0.83,0.5,0.21,Bronze,Bronze,2021-02-13T00:05:14
18266,on-street-permit-parking-area-maps,1,0.28,1,0.12,0.6,0.55,0.3,Bronze,Bronze,2021-02-13T00:05:14
18267,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2021-02-13T00:05:14
18268,pedestrian-network,1,0.75,0,0.38,0.95,0.62,0.43,Bronze,Bronze,2021-02-13T00:05:14
18269,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.27,Bronze,Bronze,2021-02-13T00:05:14
18270,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2021-02-13T00:05:14
18271,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2021-02-13T00:05:14
18272,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2021-02-13T00:05:14
18273,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.93,Gold,Gold,2021-02-13T00:05:14
18274,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-02-13T00:05:14
18275,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2021-02-13T00:05:14
18276,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.82,Gold,Gold,2021-02-13T00:05:14
18277,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2021-02-13T00:05:14
18278,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2021-02-13T00:05:14
18279,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-02-13T00:05:14
18280,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2021-02-13T00:05:14
18281,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-02-13T00:05:14
18282,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-02-13T00:05:14
18283,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2021-02-13T00:05:14
18284,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2021-02-13T00:05:14
18285,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2021-02-13T00:05:14
18286,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.86,Gold,Gold,2021-02-13T00:05:14
18287,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2021-02-13T00:05:14
18288,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.89,Gold,Gold,2021-02-13T00:05:14
18289,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2021-02-13T00:05:14
18290,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2021-02-13T00:05:14
18291,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.92,Gold,Gold,2021-02-13T00:05:14
18292,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.82,Gold,Gold,2021-02-13T00:05:14
18293,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.87,Gold,Gold,2021-02-13T00:05:14
18294,police-boundaries,1,0.73,0,0.12,0.83,0.51,0.24,Bronze,Bronze,2021-02-13T00:05:14
18295,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2021-02-13T00:05:14
18296,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2021-02-13T00:05:14
18297,public-art,1,0.7,0,0.73,0.93,0.69,0.56,Bronze,Bronze,2021-02-13T00:05:14
18298,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2021-02-13T00:05:14
18299,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2021-02-13T00:05:14
18300,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2021-02-13T00:05:14
18301,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2021-02-13T00:05:14
18302,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2021-02-13T00:05:14
18303,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.8,Silver,Silver,2021-02-13T00:05:14
18304,school-locations-all-types,1,0.69,1,0.12,0.8,0.67,0.52,Bronze,Bronze,2021-02-13T00:05:14
18305,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.92,Gold,Gold,2021-02-13T00:05:14
18306,secondary-plans,1,0.55,1,0.12,0.69,0.61,0.41,Bronze,Bronze,2021-02-13T00:05:14
18307,short-term-rentals-registration,1,0.93,1,0.75,0.75,0.83,0.81,Gold,Gold,2021-02-13T00:05:14
18308,site-and-area-specific-policies,1,0.45,1,0.12,0.81,0.65,0.48,Bronze,Bronze,2021-02-13T00:05:14
18309,solid-waste-pickup-schedule,1,1,1,0.39,1,0.81,0.77,Silver,Silver,2021-02-13T00:05:14
18310,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2021-02-13T00:05:14
18311,street-furniture-bench,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2021-02-13T00:05:14
18312,street-furniture-bicycle-parking,1,0.81,1,0.25,0.78,0.71,0.59,Bronze,Bronze,2021-02-13T00:05:14
