_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at
7753,building-permits-signs,1,0.89,1,0.12,0.87,0.72,0.6,Silver,Silver,2020-11-30T00:04:44
7754,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-11-30T00:04:44
7755,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.57,Bronze,Bronze,2020-11-30T00:04:44
7756,business-incubation,1,1,0,0.12,0.94,0.55,0.29,Bronze,Bronze,2020-11-30T00:04:44
7757,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.75,Silver,Silver,2020-11-30T00:04:44
7758,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.61,Silver,Silver,2020-11-30T00:04:44
7759,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44
7760,city-wards,1,0.72,1,0.12,0.74,0.65,0.48,Bronze,Bronze,2020-11-30T00:04:44
7761,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2020-11-30T00:04:44
7762,clothing-drop-box-locations,1,0.86,1,0.84,0.99,0.94,0.99,Gold,Gold,2020-11-30T00:04:44
7763,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.32,Bronze,Bronze,2020-11-30T00:04:44
7764,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-11-30T00:04:44
7765,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-11-30T00:04:44
7766,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.94,Gold,Gold,2020-11-30T00:04:44
7767,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.75,Silver,Silver,2020-11-30T00:04:44
7768,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.9,Gold,Gold,2020-11-30T00:04:44
7769,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.75,Silver,Silver,2020-11-30T00:04:44
7770,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.27,Bronze,Bronze,2020-11-30T00:04:44
7771,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44
7772,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44
7773,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-11-30T00:04:44
7774,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-11-30T00:04:44
7775,field-information-reports,1,0.89,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-11-30T00:04:44
7776,fire-hydrants,1,1,1,0.12,0.83,0.72,0.6,Silver,Silver,2020-11-30T00:04:44
7777,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.84,Gold,Gold,2020-11-30T00:04:44
7778,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-11-30T00:04:44
7779,highrise-residential-fire-inspection-results,1,0.47,0.5,0.38,0.53,0.52,0.24,Bronze,Bronze,2020-11-30T00:04:44
7780,immunization-coverage-for-students,1,1,0.75,0.5,0.69,0.68,0.52,Bronze,Bronze,2020-11-30T00:04:44
7781,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-11-30T00:04:44
7782,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.4,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-11-30T00:04:44
7783,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.49,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44
7784,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.93,Gold,Gold,2020-11-30T00:04:44
7785,mbncanada-performance-measures,1,0.95,0.75,0.12,0.79,0.61,0.41,Bronze,Bronze,2020-11-30T00:04:44
7786,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-11-30T00:04:44
7787,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.32,Bronze,Bronze,2020-11-30T00:04:44
7788,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.78,Silver,Silver,2020-11-30T00:04:44
7789,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.78,Silver,Silver,2020-11-30T00:04:44
7790,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.78,Silver,Silver,2020-11-30T00:04:44
7791,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-11-30T00:04:44
7792,neighbourhoods,1,0.87,0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44
7793,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-11-30T00:04:44
7794,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-11-30T00:04:44
7795,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.26,Bronze,Bronze,2020-11-30T00:04:44
7796,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-11-30T00:04:44
7797,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.83,Gold,Gold,2020-11-30T00:04:44
7798,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.84,Gold,Gold,2020-11-30T00:04:44
7799,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.92,Gold,Gold,2020-11-30T00:04:44
7800,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-11-30T00:04:44
7801,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2020-11-30T00:04:44
7802,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.81,Gold,Gold,2020-11-30T00:04:44
7803,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.98,Gold,Gold,2020-11-30T00:04:44
7804,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.84,Gold,Gold,2020-11-30T00:04:44
7805,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-11-30T00:04:44
7806,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.83,Gold,Gold,2020-11-30T00:04:44
7807,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-11-30T00:04:44
7808,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-11-30T00:04:44
7809,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-11-30T00:04:44
7810,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.98,Gold,Gold,2020-11-30T00:04:44
7811,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-11-30T00:04:44
7812,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.85,Gold,Gold,2020-11-30T00:04:44
7813,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.88,Gold,Gold,2020-11-30T00:04:44
7814,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.88,Gold,Gold,2020-11-30T00:04:44
7815,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.79,Silver,Silver,2020-11-30T00:04:44
7816,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2020-11-30T00:04:44
7817,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.91,Gold,Gold,2020-11-30T00:04:44
7818,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.81,Gold,Gold,2020-11-30T00:04:44
7819,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.86,Gold,Gold,2020-11-30T00:04:44
7820,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.29,Bronze,Bronze,2020-11-30T00:04:44
7821,police-facility-locations,1,1,0,0.65,0.9,0.7,0.56,Bronze,Bronze,2020-11-30T00:04:44
7822,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.88,Gold,Gold,2020-11-30T00:04:44
7823,red-light-cameras,1,0.72,1,0.12,0.9,0.71,0.59,Bronze,Bronze,2020-11-30T00:04:44
7824,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-11-30T00:04:44
7825,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.24,Bronze,Bronze,2020-11-30T00:04:44
7826,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.8,Silver,Silver,2020-11-30T00:04:44
7827,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-11-30T00:04:44
7828,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.79,Silver,Silver,2020-11-30T00:04:44
7829,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.58,Bronze,Bronze,2020-11-30T00:04:44
7830,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.91,Gold,Gold,2020-11-30T00:04:44
7831,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.17,Bronze,Bronze,2020-11-30T00:04:44
7832,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.53,Bronze,Bronze,2020-11-30T00:04:44
7833,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.7,Silver,Silver,2020-11-30T00:04:44
7834,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.93,Gold,Gold,2020-11-30T00:04:44
7835,street-furniture-bench,1,0.96,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-11-30T00:04:44
7836,street-furniture-bicycle-parking,1,0.92,1,0.25,0.82,0.74,0.63,Silver,Silver,2020-11-30T00:04:44
7837,street-furniture-information-pillar-wayfinding-structure,1,0.93,1,0.25,0.81,0.73,0.63,Silver,Silver,2020-11-30T00:04:44
7838,street-furniture-litter-receptacle,1,0.95,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-11-30T00:04:44
7839,street-furniture-poster-board,1,0.94,1,0.25,0.8,0.73,0.63,Silver,Silver,2020-11-30T00:04:44
7840,street-furniture-poster-structure,1,0.96,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-11-30T00:04:44
7841,street-furniture-public-washroom,1,0.98,1,0.25,0.77,0.73,0.61,Silver,Silver,2020-11-30T00:04:44
7842,street-furniture-publication-structure,1,0.96,1,0.25,0.79,0.73,0.62,Silver,Silver,2020-11-30T00:04:44
7843,street-furniture-transit-shelter,1,0.9,1,0.25,0.82,0.73,0.63,Silver,Silver,2020-11-30T00:04:44
7844,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.69,Silver,Silver,2020-11-30T00:04:44
7845,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.62,Silver,Silver,2020-11-30T00:04:44
7846,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.59,Bronze,Bronze,2020-11-30T00:04:44
7847,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-11-30T00:04:44
7848,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-11-30T00:04:44
7849,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44
7850,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.34,Bronze,Bronze,2020-11-30T00:04:44
7851,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44
7852,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-30T00:04:44
7853,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-30T00:04:44
7854,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44
7855,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44
7856,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.35,Bronze,Bronze,2020-11-30T00:04:44
7857,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.35,Bronze,Bronze,2020-11-30T00:04:44
7858,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-30T00:04:44
7859,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-30T00:04:44
7860,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.31,Bronze,Bronze,2020-11-30T00:04:44
7861,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44
7862,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44
7863,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44
7864,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44
7865,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44
7866,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44
7867,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44
7868,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44
7869,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44
7870,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44
7871,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.71,Silver,Silver,2020-12-01T00:04:57
7872,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-01T00:04:57
7873,annual-summary-of-reportable-communicable-diseases,1,0.98,0.75,0.25,0.69,0.61,0.41,Bronze,Bronze,2020-12-01T00:04:57
7874,apartment-building-evaluation,1,0.99,1,0.88,0.94,0.94,1,Gold,Gold,2020-12-01T00:04:57
7875,apartment-building-registration,1,0.5,1,0.69,0.59,0.71,0.58,Bronze,Bronze,2020-12-01T00:04:57
7876,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.08,Bronze,Bronze,2020-12-01T00:04:57
7877,automated-speed-enforcement-locations,1,1,0.5,0.75,0.9,0.81,0.76,Silver,Silver,2020-12-01T00:04:57
7878,bicycle-parking-bike-stations-indoor,1,0.79,1,0.12,0.83,0.7,0.56,Bronze,Bronze,2020-12-01T00:04:57
7879,bicycle-parking-high-capacity-outdoor,1,0.77,1,0.12,0.85,0.7,0.56,Bronze,Bronze,2020-12-01T00:04:57
7880,bicycle-parking-racks,1,0.71,0.75,0.12,0.82,0.64,0.45,Bronze,Bronze,2020-12-01T00:04:57
7881,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.29,Bronze,Bronze,2020-12-01T00:04:57
7882,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,0.99,Gold,Gold,2020-12-01T00:04:57
7883,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-01T00:04:57
7884,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.77,Silver,Silver,2020-12-01T00:04:57
7885,bodysafe,1,0.69,1,0.61,0.61,0.72,0.6,Bronze,Bronze,2020-12-01T00:04:57
7886,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-12-01T00:04:57
7887,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.65,Silver,Silver,2020-12-01T00:04:57
7888,building-permits-signs,1,0.89,1,0.12,0.87,0.72,0.6,Silver,Silver,2020-12-01T00:04:57
7889,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-12-01T00:04:57
7890,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.57,Bronze,Bronze,2020-12-01T00:04:57
7891,business-incubation,1,1,0,0.12,0.94,0.55,0.29,Bronze,Bronze,2020-12-01T00:04:57
7892,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.75,Silver,Silver,2020-12-01T00:04:57
7893,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.61,Silver,Silver,2020-12-01T00:04:57
7894,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57
7895,city-wards,1,0.72,1,0.12,0.74,0.65,0.48,Bronze,Bronze,2020-12-01T00:04:57
7896,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2020-12-01T00:04:57
7897,clothing-drop-box-locations,1,0.86,1,0.84,0.99,0.94,0.99,Gold,Gold,2020-12-01T00:04:57
7898,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.32,Bronze,Bronze,2020-12-01T00:04:57
7899,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-12-01T00:04:57
7900,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-12-01T00:04:57
7901,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.94,Gold,Gold,2020-12-01T00:04:57
7902,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.75,Silver,Silver,2020-12-01T00:04:57
7903,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.9,Gold,Gold,2020-12-01T00:04:57
7904,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.75,Silver,Silver,2020-12-01T00:04:57
7905,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.27,Bronze,Bronze,2020-12-01T00:04:57
7906,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57
7907,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57
7908,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-12-01T00:04:57
7909,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-12-01T00:04:57
7910,field-information-reports,1,0.89,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-12-01T00:04:57
7911,fire-hydrants,1,1,1,0.12,0.83,0.72,0.6,Silver,Silver,2020-12-01T00:04:57
7912,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.84,Gold,Gold,2020-12-01T00:04:57
7913,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-12-01T00:04:57
7914,highrise-residential-fire-inspection-results,1,0.47,1,0.38,0.53,0.6,0.4,Bronze,Bronze,2020-12-01T00:04:57
7915,immunization-coverage-for-students,1,1,0.74,0.5,0.69,0.68,0.52,Bronze,Bronze,2020-12-01T00:04:57
7916,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-12-01T00:04:57
7917,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.39,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-12-01T00:04:57
7918,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.49,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57
7919,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.93,Gold,Gold,2020-12-01T00:04:57
7920,mbncanada-performance-measures,1,0.95,0.75,0.12,0.79,0.61,0.41,Bronze,Bronze,2020-12-01T00:04:57
7921,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-01T00:04:57
7922,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.32,Bronze,Bronze,2020-12-01T00:04:57
7923,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.78,Silver,Silver,2020-12-01T00:04:57
7924,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.78,Silver,Silver,2020-12-01T00:04:57
7925,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.78,Silver,Silver,2020-12-01T00:04:57
7926,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-01T00:04:57
7927,neighbourhoods,1,0.87,0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57
7928,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-12-01T00:04:57
7929,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-01T00:04:57
7930,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.26,Bronze,Bronze,2020-12-01T00:04:57
7931,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-01T00:04:57
7932,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.83,Gold,Gold,2020-12-01T00:04:57
7933,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.84,Gold,Gold,2020-12-01T00:04:57
7934,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.92,Gold,Gold,2020-12-01T00:04:57
7935,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-12-01T00:04:57
7936,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2020-12-01T00:04:57
7937,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.81,Gold,Gold,2020-12-01T00:04:57
7938,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.98,Gold,Gold,2020-12-01T00:04:57
7939,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.84,Gold,Gold,2020-12-01T00:04:57
7940,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-12-01T00:04:57
7941,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.83,Gold,Gold,2020-12-01T00:04:57
7942,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-12-01T00:04:57
7943,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-12-01T00:04:57
7944,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-12-01T00:04:57
7945,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.98,Gold,Gold,2020-12-01T00:04:57
7946,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-12-01T00:04:57
7947,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.85,Gold,Gold,2020-12-01T00:04:57
7948,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.88,Gold,Gold,2020-12-01T00:04:57
7949,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.88,Gold,Gold,2020-12-01T00:04:57
7950,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.79,Silver,Silver,2020-12-01T00:04:57
7951,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2020-12-01T00:04:57
7952,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.91,Gold,Gold,2020-12-01T00:04:57
7953,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.81,Gold,Gold,2020-12-01T00:04:57
7954,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.86,Gold,Gold,2020-12-01T00:04:57
7955,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.29,Bronze,Bronze,2020-12-01T00:04:57
7956,police-facility-locations,1,1,0,0.65,0.9,0.7,0.56,Bronze,Bronze,2020-12-01T00:04:57
7957,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.88,Gold,Gold,2020-12-01T00:04:57
7958,red-light-cameras,1,0.72,1,0.12,0.9,0.71,0.59,Bronze,Bronze,2020-12-01T00:04:57
7959,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-01T00:04:57
7960,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.24,Bronze,Bronze,2020-12-01T00:04:57
7961,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.8,Silver,Silver,2020-12-01T00:04:57
7962,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-01T00:04:57
7963,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.79,Silver,Silver,2020-12-01T00:04:57
7964,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.58,Bronze,Bronze,2020-12-01T00:04:57
7965,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.91,Gold,Gold,2020-12-01T00:04:57
7966,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.17,Bronze,Bronze,2020-12-01T00:04:57
7967,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.53,Bronze,Bronze,2020-12-01T00:04:57
7968,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.7,Silver,Silver,2020-12-01T00:04:57
7969,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.93,Gold,Gold,2020-12-01T00:04:57
7970,street-furniture-bench,1,0.96,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-12-01T00:04:57
7971,street-furniture-bicycle-parking,1,0.92,1,0.25,0.82,0.74,0.63,Silver,Silver,2020-12-01T00:04:57
7972,street-furniture-information-pillar-wayfinding-structure,1,0.93,1,0.25,0.81,0.73,0.63,Silver,Silver,2020-12-01T00:04:57
7973,street-furniture-litter-receptacle,1,0.95,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-12-01T00:04:57
